cpu_user,cpu_system,cpu_idle,loadavg_1min,loadavg_5min,loadavg_15min,cpu_freq,cpu_temp,mem_total,mem_free,mem_used_pct,swap_total,swap_free,swap_used_pct,disk_read,disk_write,network_rx,network_tx
12.9,4.1,81.0,1.97998046875,2.03662109375,1.74658203125,800.0098750000001,49.0,33426329600,28189065216,15.7,8589930496,8589930496,0.0,3405347840,2644046848,1343536601,43093775
14.7,4.9,78.8,1.98193359375,2.03564453125,1.748046875,788.0282499999998,48.0,33426329600,28234027008,15.5,8589930496,8589930496,0.0,3405347840,2644046848,1344183773,43108919
13.1,4.7,80.9,1.98193359375,2.03564453125,1.748046875,1400.0542500000001,49.0,33426329600,28233093120,15.5,8589930496,8589930496,0.0,3405347840,2644497408,1345028511,43133936
12.8,4.4,81.3,1.9833984375,2.03466796875,1.74951171875,900.0703749999999,48.0,33426329600,28248023040,15.5,8589930496,8589930496,0.0,3405347840,2644501504,1345951687,43165780
14.4,5.0,78.8,1.98486328125,2.03369140625,1.7509765625,3199.997,69.0,33426329600,28249128960,15.5,8589930496,8589930496,0.0,3405347840,2645419008,1346541752,43186179
13.8,4.4,79.9,1.98486328125,2.03369140625,1.7509765625,800.036875,48.0,33426329600,28222648320,15.6,8589930496,8589930496,0.0,3405347840,2656084992,1347744856,43231263
13.5,4.9,79.9,2.146484375,2.06640625,1.76318359375,800.0165000000001,48.0,33426329600,28218740736,15.6,8589930496,8589930496,0.0,3405347840,2656384000,1349486061,43286645
11.6,4.1,82.6,1.97412109375,2.03173828125,1.75341796875,1200.0761249999998,49.0,33426329600,28198060032,15.6,8589930496,8589930496,0.0,3405347840,2656547840,1351647719,43331412
15.4,3.5,78.8,1.97412109375,2.03173828125,1.75341796875,800.09425,50.0,33426329600,28160016384,15.8,8589930496,8589930496,0.0,3405347840,2675741696,1351655987,43358367
13.5,3.9,80.6,1.81591796875,1.99755859375,1.74365234375,800.0538750000001,49.0,33426329600,28181475328,15.7,8589930496,8589930496,0.0,3405347840,2675913728,1351659869,43361758
12.1,3.5,82.3,1.81591796875,1.99755859375,1.74365234375,1199.9625,49.0,33426329600,28200157184,15.6,8589930496,8589930496,0.0,3405347840,2676032512,1351665272,43370110
13.5,4.5,79.9,1.9111328125,2.0146484375,1.75048828125,800.10975,48.0,33426329600,28221702144,15.6,8589930496,8589930496,0.0,3405347840,2676687872,1352244468,43383856
16.2,6.8,74.9,1.91845703125,2.01416015625,1.751953125,799.9996249999999,49.0,33426329600,28253347840,15.5,8589930496,8589930496,0.0,3405347840,2676950016,1352252409,43393143
11.1,3.9,83.1,1.91845703125,2.01416015625,1.751953125,1200.1843750000003,48.0,33426329600,28259172352,15.5,8589930496,8589930496,0.0,3405347840,2677556224,1352256032,43398019
12.0,4.6,81.3,2.24560546875,2.08056640625,1.77490234375,800.23375,50.0,33426329600,28248928256,15.5,8589930496,8589930496,0.0,3405347840,2678277120,1353385606,43423823
12.7,4.1,81.0,2.24560546875,2.08056640625,1.77490234375,1200.244875,49.0,33426329600,28260270080,15.5,8589930496,8589930496,0.0,3405347840,2678453248,1354258911,43450582
12.2,4.0,81.4,2.0654296875,2.0458984375,1.76513671875,1000.0532499999999,49.0,33426329600,28260220928,15.5,8589930496,8589930496,0.0,3405347840,2679030784,1356033639,43491127
15.0,5.8,77.4,2.06005859375,2.044921875,1.7666015625,912.2621250000001,48.0,33426329600,28292280320,15.4,8589930496,8589930496,0.0,3405347840,2679202816,1357293264,43523212
11.5,4.2,82.3,2.06005859375,2.044921875,1.7666015625,1399.799375,49.0,33426329600,28297383936,15.3,8589930496,8589930496,0.0,3405347840,2683020288,1358616890,43558587
12.6,4.5,81.1,1.89501953125,2.0107421875,1.7568359375,2113.516125,50.0,33426329600,28286377984,15.4,8589930496,8589930496,0.0,3405347840,2683220992,1361857592,43624322
12.6,5.0,80.4,1.89501953125,2.0107421875,1.7568359375,1308.024375,49.0,33426329600,28292882432,15.4,8589930496,8589930496,0.0,3405347840,2683819008,1361861735,43630099
10.8,3.4,83.6,1.8232421875,1.99365234375,1.75244140625,1099.89025,49.0,33426329600,28305424384,15.3,8589930496,8589930496,0.0,3405347840,2684744704,1361863575,43643134
11.5,4.7,81.3,2.15771484375,2.060546875,1.775390625,799.9588749999999,49.0,33426329600,28311142400,15.3,8589930496,8589930496,0.0,3405347840,2684883968,1361880277,43653902
13.7,4.1,79.8,2.15771484375,2.060546875,1.775390625,800.0345,50.0,33426329600,28307574784,15.3,8589930496,8589930496,0.0,3405347840,2684904448,1362455579,43670296
12.0,3.9,82.5,2.14501953125,2.05908203125,1.77685546875,800.19325,49.0,33426329600,28311543808,15.3,8589930496,8589930496,0.0,3405347840,2685072384,1362457038,43673873
14.0,4.7,79.9,2.05322265625,2.041015625,1.7724609375,2862.825375,49.0,33426329600,28316004352,15.3,8589930496,8589930496,0.0,3405347840,2688685056,1362463822,43681845
12.8,4.6,80.9,2.05322265625,2.041015625,1.7724609375,800.027875,49.0,33426329600,28316442624,15.3,8589930496,8589930496,0.0,3405347840,2688746496,1363687645,43707567
14.1,4.6,79.7,1.888671875,2.0068359375,1.7626953125,2167.378875,50.0,33426329600,28224360448,15.6,8589930496,8589930496,0.0,3405347840,2688746496,1370901470,43858061
13.5,4.2,80.7,1.888671875,2.0068359375,1.7626953125,907.1502499999999,49.0,33426329600,28259917824,15.5,8589930496,8589930496,0.0,3405347840,2689532928,1370909459,43880038
13.7,4.5,80.3,1.7373046875,1.97314453125,1.7529296875,800.021,49.0,33426329600,28294352896,15.4,8589930496,8589930496,0.0,3405347840,2690253824,1370911670,43887295
16.2,6.0,75.9,1.7587890625,1.9736328125,1.75439453125,1200.0010000000002,49.0,33426329600,28224716800,15.6,8589930496,8589930496,0.0,3405347840,2691294208,1379342372,44041953
14.5,5.7,78.3,1.7587890625,1.9736328125,1.75439453125,800.0945,49.0,33426329600,28227702784,15.6,8589930496,8589930496,0.0,3405347840,2703389696,1380782810,44078762
12.3,4.6,81.5,1.69775390625,1.95703125,1.75,900.2495,49.0,33426329600,28259237888,15.5,8589930496,8589930496,0.0,3405347840,2703541248,1382130771,44109011
12.5,4.1,81.8,1.69775390625,1.95703125,1.75,800.081375,49.0,33426329600,28269891584,15.4,8589930496,8589930496,0.0,3405347840,2710598656,1383215832,44139493
14.8,4.3,79.3,1.72216796875,1.9580078125,1.75146484375,799.9976250000001,48.0,33426329600,28272926720,15.4,8589930496,8589930496,0.0,3405347840,2711286784,1384066102,44165258
13.4,5.2,79.8,1.74462890625,1.958984375,1.7529296875,1199.8319999999999,50.0,33426329600,28275453952,15.4,8589930496,8589930496,0.0,3405347840,2711520256,1384913333,44187454
14.0,4.5,79.8,1.74462890625,1.958984375,1.7529296875,800.1265,49.0,33426329600,28272128000,15.4,8589930496,8589930496,0.0,3405347840,2711569408,1386420092,44216830
14.2,4.8,79.5,1.6044921875,1.92626953125,1.7431640625,800.0107499999999,49.0,33426329600,28276105216,15.4,8589930496,8589930496,0.0,3405347840,2712110080,1386423160,44228550
14.0,5.2,79.1,1.4755859375,1.89404296875,1.7333984375,799.87875,48.0,33426329600,28279865344,15.4,8589930496,8589930496,0.0,3405347840,2712232960,1387005488,44240661
13.3,4.7,80.7,1.4755859375,1.89404296875,1.7333984375,800.0236249999999,48.0,33426329600,28281241600,15.4,8589930496,8589930496,0.0,3405347840,2712232960,1387007180,44250291
11.4,4.1,83.1,1.357421875,1.8623046875,1.7236328125,900.02225,48.0,33426329600,28284628992,15.4,8589930496,8589930496,0.0,3405347840,2712298496,1387011284,44254251
12.9,4.4,81.0,1.357421875,1.8623046875,1.7236328125,800.0261249999999,48.0,33426329600,28274634752,15.4,8589930496,8589930496,0.0,3405347840,2712753152,1389700112,44308903
18.0,6.5,73.3,1.4892578125,1.88134765625,1.73095703125,1581.7287499999998,52.0,33426329600,28280283136,15.4,8589930496,8589930496,0.0,3405347840,2717791232,1391411819,44386187
11.3,4.5,82.6,1.6103515625,1.900390625,1.73779296875,799.986875,48.0,33426329600,28248313856,15.5,8589930496,8589930496,0.0,3405347840,2717967360,1393326138,44484024
15.8,5.7,76.2,1.6103515625,1.900390625,1.73779296875,800.04475,49.0,33426329600,28224643072,15.6,8589930496,8589930496,0.0,3405347840,2718290944,1394651952,44558851
